LAB_ID,CTDEEP LabID,STA_SEQ,Station_Name,YLat,XLong,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,SampleMo,SampleYr,TaxonNameCurrent,VisitNum
25976,11-B-114,14360,Norwalk River,41.2675,-73.4414,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,38,11/8/2011,11,2011,Cheumatopsyche,25976_11_8_2011_1_First
25975,11-B-113,14362,Ridgefield Brook,41.3158,-73.4792,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,15,11/8/2011,11,2011,Cheumatopsyche,25975_11_8_2011_1_First
25977,11-B-115,14370,Norwalk River,41.1909,-73.4297,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,37,11/8/2011,11,2011,Cheumatopsyche,25977_11_8_2011_1_First
25989,11-B-127,14317,Naugatuck River,41.4435,-73.0642,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,61,11/9/2011,11,2011,Cheumatopsyche,25989_11_9_2011_1_First
25988,11-B-126,14284,Mad River,41.5439,-73.0384,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,25,11/9/2011,11,2011,Cheumatopsyche,25988_11_9_2011_1_First
25994,11-B-129,14442,Sandy Brook,41.974,-73.0406,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,11/10/2011,11,2011,Cheumatopsyche,25994_11_10_2011_1_First
25993,11-B-128,16114,Rugg Brook,41.9328,-73.1214,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/10/2011,11,2011,Cheumatopsyche,25993_11_10_2011_1_First
25985,11-B-123,18123,Northfield Brook,41.6737,-73.0853,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,40,11/9/2011,11,2011,Cheumatopsyche,25985_11_9_2011_1_First
25987,11-B-125,14456,Steele Brook,41.5805,-73.0703,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,10,11/9/2011,11,2011,Cheumatopsyche,25987_11_9_2011_1_First
25986,11-B-124,14800,Steele Brook,41.6105,-73.1153,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,16,11/9/2011,11,2011,Cheumatopsyche,25986_11_9_2011_1_First
25963,11-B-100,14172,Deep Brook,41.4131,-73.2823,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,14,11/7/2011,11,2011,Cheumatopsyche,25963_11_7_2011_1_First
25962,11-B-099,14409,Pootatuck River,41.4162,-73.2824,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/7/2011,11,2011,Cheumatopsyche,25962_11_7_2011_1_First
25965,11-B-102,16718,HALFWAY RIVER,41.3886,-73.1936,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/7/2011,11,2011,Cheumatopsyche,25965_11_7_2011_1_First
25964,11-B-101,15581,Pond Brook,41.4597,-73.3275,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/7/2011,11,2011,Cheumatopsyche,25964_11_7_2011_1_First
25961,11-B-097,14687,Blackberry River,42.023955,-73.327636,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,11/7/2011,11,2011,Cheumatopsyche,25961_11_7_2011_1_First
25971,11-B-108,16103,Guinea Brook,41.823994,-73.430092,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,11/8/2011,11,2011,Cheumatopsyche,25971_11_8_2011_1_First
25974,11-B-111,14741,Titicus River,41.3287,-73.5218,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,10,11/8/2011,11,2011,Cheumatopsyche,25974_11_8_2011_1_First
25967,11-B-104,14280,Little River,41.4058,-73.0926,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,23,11/7/2011,11,2011,Cheumatopsyche,25967_11_7_2011_1_First
26026,11-B-164,15577,Kettletown Brook,41.427,-73.206,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/15/2011,11,2011,Cheumatopsyche,26026_11_15_2011_1_First
26031,11-B-169,14471,Tenmile River,41.6664,-73.5119,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/16/2011,11,2011,Cheumatopsyche,26031_11_16_2011_1_First
26018,11-B-152,14458,Still River,41.4389,-73.401,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,49,11/15/2011,11,2011,Cheumatopsyche,26018_11_15_2011_1_First
26022,11-B-160,15997,Town Farm Brook,41.5562,-73.3912,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,24,11/15/2011,11,2011,Cheumatopsyche,26022_11_15_2011_1_First
26072,11-B-175,17174,WASH BROOK,41.825,-72.7386,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,54,11/21/2011,11,2011,Cheumatopsyche,26072_11_21_2011_1_First
26071,11-B-176,17728,Trout Brook,41.76588,-72.76033,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,16,11/21/2011,11,2011,Cheumatopsyche,26071_11_21_2011_1_First
26457,11-B-157,14489,West River,41.3303,-72.9663,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,31,11/15/2011,11,2011,Cheumatopsyche,26457_11_15_2011_1_First
26458,11-B-158,17707,West River,41.364,-72.9794,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,45,11/15/2011,11,2011,Cheumatopsyche,26458_11_15_2011_1_First
26454,11-B-165,14305,Muddy Brook,42.0147,-72.0017,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,19,11/16/2011,11,2011,Cheumatopsyche,26454_11_16_2011_1_First
26050,11-B-173,15102,Means Brook,41.3191,-73.1618,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,25,11/21/2011,11,2011,Cheumatopsyche,26050_11_21_2011_1_First
26033,11-B-171,14740,Quaker Brook,41.512349,-73.52695,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,11/16/2011,11,2011,Cheumatopsyche,26033_11_16_2011_1_First
26070,11-B-178,16971,PIPER BROOK,41.7122,-72.7369,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,12,11/21/2011,11,2011,Cheumatopsyche,26070_11_21_2011_1_First
26069,11-B-177,16938,South Branch Park River,41.7339,-72.7117,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,28,11/21/2011,11,2011,Cheumatopsyche,26069_11_21_2011_1_First
26000,11-B-136,14209,Fulling Mill Brook,41.5021,-73.0471,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/14/2011,11,2011,Cheumatopsyche,26000_11_14_2011_1_First
25998,11-B-135,14484,West Branch Salmon Brook,41.9372,-72.8215,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,11/10/2011,11,2011,Cheumatopsyche,25998_11_10_2011_1_First
26003,11-B-139,14248,Hop Brook,41.4987,-73.0537,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,46,11/14/2011,11,2011,Cheumatopsyche,26003_11_14_2011_1_First
26002,11-B-137,14792,Long Meadow Pond Brook,41.4864,-73.0556,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,25,11/14/2011,11,2011,Cheumatopsyche,26002_11_14_2011_1_First
25995,11-B-130,15240,Hubbard Brook,42.0356,-72.9384,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/10/2011,11,2011,Cheumatopsyche,25995_11_10_2011_1_First
26012,11-B-146,14520,Factory Brook,41.9751,-73.4212,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,32,11/14/2011,11,2011,Cheumatopsyche,26012_11_14_2011_1_First
26013,11-B-147,14880,Sages Ravine Brook,42.0495,-73.4301,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/14/2011,11,2011,Cheumatopsyche,26013_11_14_2011_1_First
26014,11-B-148,16370,Bunnell Brook,41.7807,-72.963,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,11/10/2011,11,2011,Cheumatopsyche,26014_11_10_2011_1_First
26005,11-B-141,16748,HOP BROOK,41.5303,-73.1028,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,11/14/2011,11,2011,Cheumatopsyche,26005_11_14_2011_1_First
26004,11-B-140,15132,Hop Brook,41.5214,-73.0778,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,11/14/2011,11,2011,Cheumatopsyche,26004_11_14_2011_1_First
26010,11-B-143,14439,Salmon Creek (Salmon Kill),41.9337,-73.3908,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,11/14/2011,11,2011,Cheumatopsyche,26010_11_14_2011_1_First
26006,11-B-142,17637,Hop Brook,41.560274,-73.116706,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,34,11/14/2011,11,2011,Cheumatopsyche,26006_11_14_2011_1_First
26460,11-B-155,17708,Silver Brook,41.2722,-73.0008,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,61,11/15/2011,11,2011,Cheumatopsyche,26460_11_15_2011_1_First
26459,11-B-156,17610,Silver Brook,41.280798,-72.999271,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,40,11/15/2011,11,2011,Cheumatopsyche,26459_11_15_2011_1_First
6448.1-15,12-B-012,14551,Coginchaug River,41.4435,-72.6882,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,8,9/17/2012,9,2012,Cheumatopsyche,6448.1-15_9_17_2012_1_First
6448.1-16,12-B-013,16331,Sumner Brook,41.4835,-72.6375,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,9/17/2012,9,2012,Cheumatopsyche,6448.1-16_9_17_2012_1_First
6448.1-10,12-B-009,14576,Sawmill Brook,41.6008,-72.7141,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,4,9/17/2012,9,2012,Cheumatopsyche,6448.1-10_9_17_2012_1_First
6448.1-20,12-B-017,16324,Dickinson Creek,41.5575,-72.442,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,9/18/2012,9,2012,Cheumatopsyche,6448.1-20_9_18_2012_1_First
6448.1-1,12-B-001,15250,Mattabesset River,41.6383,-72.7333,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,4,9/17/2012,9,2012,Cheumatopsyche,6448.1-1_9_17_2012_1_First
6448.1-12,12-B-011,16307,Long Hill Brook,41.5408,-72.653,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,5,9/17/2012,9,2012,Cheumatopsyche,6448.1-12_9_17_2012_1_First
6448.1-11,12-B-010,14153,Coginchaug River,41.5547,-72.6737,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,12,9/17/2012,9,2012,Cheumatopsyche,6448.1-11_9_17_2012_1_First
6448.1-19,12-B-016,16119,Day Pond Brook,41.5623,-72.4338,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,7,9/18/2012,9,2012,Cheumatopsyche,6448.1-19_9_18_2012_1_First
6448.1-17,12-B-014,14441,Salmon River,41.5742,-72.4294,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,9/18/2012,9,2012,Cheumatopsyche,6448.1-17_9_18_2012_1_First
6448.1-18,12-B-015,14260,Jeremy River,41.5799,-72.4028,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,5,9/18/2012,9,2012,Cheumatopsyche,6448.1-18_9_18_2012_1_First
6448.1-48,12-B-036,16304,Quinebaug River,41.7809,-71.901,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,12,9/24/2012,9,2012,Cheumatopsyche,6448.1-48_9_24_2012_1_First
6448.1-47,12-B-035,16112,Hemlock Valley Brook,41.4283,-72.4226,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,6,9/21/2012,9,2012,Cheumatopsyche,6448.1-47_9_21_2012_1_First
6448.1-55,12-B-039,14451,Shetucket River,41.7002,-72.1823,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,63,9/24/2012,9,2012,Cheumatopsyche,6448.1-55_9_24_2012_1_First
6448.1-52,12-B-038,14598,Quinebaug River,41.6022,-71.9868,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,82,9/24/2012,9,2012,Cheumatopsyche,6448.1-52_9_24_2012_1_First
6448.1-41,12-B-031,16311,Reservoir Brook,41.6089,-72.5999,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,11,9/20/2012,9,2012,Cheumatopsyche,6448.1-41_9_20_2012_1_First
6448.1-45,12-B-033,14396,Pine Brook,41.5079,-72.4952,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,9/21/2012,9,2012,Cheumatopsyche,6448.1-45_9_21_2012_1_First
6448.1-8,12-B-007,16336,Hatchery Brook,41.622,-72.7697,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,14,9/17/2012,9,2012,Cheumatopsyche,6448.1-8_9_17_2012_1_First
6448.1-7,12-B-006,15413,Belcher Brook,41.605,-72.7577,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,9/17/2012,9,2012,Cheumatopsyche,6448.1-7_9_17_2012_1_First
6448.2-1,12-B-042,15571,Cherry Brook,41.8365,-72.9295,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,5,9/24/2012,9,2012,Cheumatopsyche,6448.2-1_9_24_2012_1_First
6448.1-9,12-B-008,14288,Mattabesset River,41.6189,-72.7127,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,61,9/17/2012,9,2012,Cheumatopsyche,6448.1-9_9_17_2012_1_First
6448.1-58,12-B-040,14197,FARMINGTON RIVER,41.7508,-72.8717,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,81,9/24/2012,9,2012,Cheumatopsyche,6448.1-58_9_24_2012_1_First
6448.1-60,12-B-041,14841,FARMINGTON RIVER,41.8257,-72.9295,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,38,9/24/2012,9,2012,Cheumatopsyche,6448.1-60_9_24_2012_1_First
6448.1-6,12-B-005,14501,Willow Brook,41.6423,-72.7503,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,42,9/17/2012,9,2012,Cheumatopsyche,6448.1-6_9_17_2012_1_First
6448.1-25,12-B-021,15796,PENDLETON HILL BROOK,41.4748,-71.8342,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,5,9/19/2012,9,2012,Cheumatopsyche,6448.1-25_9_19_2012_1_First
6448.1-26,12-B-022,16342,Blackledge River,41.6814,-72.463,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,23,9/19/2012,9,2012,Cheumatopsyche,6448.1-26_9_19_2012_1_First
6448.1-21,12-B-018,14379,Pawcatuck River,41.3978,-71.8422,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,12,9/19/2012,9,2012,Cheumatopsyche,6448.1-21_9_19_2012_1_First
6448.1-24,12-B-020,14720,Green Fall River,41.4568,-71.8169,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,9/19/2012,9,2012,Cheumatopsyche,6448.1-24_9_19_2012_1_First
6448.1-23,12-B-019,14721,Shunock River,41.4101,-71.8452,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,19,9/19/2012,9,2012,Cheumatopsyche,6448.1-23_9_19_2012_1_First
6448.1-35,12-B-029,14436,Salmon Brook,41.7191,-72.602,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,48,9/20/2012,9,2012,Cheumatopsyche,6448.1-35_9_20_2012_1_First
6448.1-4,12-B-004,15333,Webster Brook,41.6405,-72.7421,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,9/17/2012,9,2012,Cheumatopsyche,6448.1-4_9_17_2012_1_First
6448.1-38,12-B-030,14433,Roaring Brook,41.665,-72.6045,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,5,9/20/2012,9,2012,Cheumatopsyche,6448.1-38_9_20_2012_1_First
6448.1-3,12-B-003,15406,Little Brook,41.6424,-72.7207,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,12,9/17/2012,9,2012,Cheumatopsyche,6448.1-3_9_17_2012_1_First
6448.1-34,12-B-028,14401,Pocotopaug Creek,41.5352,-72.5182,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,22,9/19/2012,9,2012,Cheumatopsyche,6448.1-34_9_19_2012_1_First
6448.1-27,12-B-023,17568,Sherman Brook,41.576275,-72.287584,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,3,9/19/2012,9,2012,Cheumatopsyche,6448.1-27_9_19_2012_1_First
6448.1-33,12-B-027,14400,Pocotopaug Creek,41.565,-72.5069,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,21,9/19/2012,9,2012,Cheumatopsyche,6448.1-33_9_19_2012_1_First
6448.2-3,12-B-044,15964,Thompson Brook,41.7681,-72.8497,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,45,9/24/2012,9,2012,Cheumatopsyche,6448.2-3_9_24_2012_1_First
6448.2-4,12-B-045,14305,Muddy Brook,42.0147,-72.0017,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,14,9/25/2012,9,2012,Cheumatopsyche,6448.2-4_9_25_2012_1_First
6448.2-26,12-B-061,14444,Saugatuck River,41.2945,-73.3948,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,10,10/1/2012,10,2012,Cheumatopsyche,6448.2-26_10_1_2012_1_First
6448.2-28,12-B-063,15239,East Branch Byram River,41.0995,-73.6832,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,12,10/1/2012,10,2012,Cheumatopsyche,6448.2-28_10_1_2012_1_First
6448.3-12,12-B-075,15679,Center Brook,42.0011,-73.0824,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,4,10/3/2012,10,2012,Cheumatopsyche,6448.3-12_10_3_2012_1_First
6448.3-11,12-B-074,14843,Sandy Brook,41.9904,-73.058,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,4,10/3/2012,10,2012,Cheumatopsyche,6448.3-11_10_3_2012_1_First
6448.3-13,12-B-076,15678,Sandy Brook,42.0109,-73.0888,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,10/3/2012,10,2012,Cheumatopsyche,6448.3-13_10_3_2012_1_First
6448.2-8,12-B-047,14207,French River,42.0248,-71.8843,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,28,9/25/2012,9,2012,Cheumatopsyche,6448.2-8_9_25_2012_1_First
6448.2-9,12-B-048,14206,French River,41.9548,-71.884,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,40,9/25/2012,9,2012,Cheumatopsyche,6448.2-9_9_25_2012_1_First
6448.2-7,12-B-046,14410,Quinebaug River,42.022,-71.9528,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,9/25/2012,9,2012,Cheumatopsyche,6448.2-7_9_25_2012_1_First
6448.3-1,12-B-066,14710,Shepaug River,41.683397,-73.298268,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,5,10/2/2012,10,2012,Cheumatopsyche,6448.3-1_10_2_2012_1_First
6448.2-14,12-B-052,16128,Stonehouse Brook,41.7812,-72.1509,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,6,9/26/2012,9,2012,Cheumatopsyche,6448.2-14_9_26_2012_1_First
6448.2-15,12-B-053,14591,Mount Hope River,41.7971,-72.1716,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,5,9/26/2012,9,2012,Cheumatopsyche,6448.2-15_9_26_2012_1_First
6448.2-10,12-B-049,14609,Quinebaug River,41.9081,-71.9096,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,19,9/25/2012,9,2012,Cheumatopsyche,6448.2-10_9_25_2012_1_First
6448.2-21,12-B-058,14706,Whitford Brook,41.3928,-71.9604,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,4,10/1/2012,10,2012,Cheumatopsyche,6448.2-21_10_1_2012_1_First
6448.2-20,12-B-057,17530,Haleys Brook,41.38712,-71.97682,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,9,10/1/2012,10,2012,Cheumatopsyche,6448.2-20_10_1_2012_1_First
6448.2-22,12-B-059,15854,Muddy River,41.4151,-72.8012,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,26,10/1/2012,10,2012,Cheumatopsyche,6448.2-22_10_1_2012_1_First
6448.2-17,12-B-055,16930,Oil Mill Brook,41.375558,-72.190655,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,10/1/2012,10,2012,Cheumatopsyche,6448.2-17_10_1_2012_1_First
6448.2-2,12-B-043,16316,Jim Brook,41.8377,-72.8817,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,19,9/24/2012,9,2012,Cheumatopsyche,6448.2-2_9_24_2012_1_First
6448.2-18,12-B-056,16734,Hempstead Brook,41.3722,-72.0456,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,17,10/1/2012,10,2012,Cheumatopsyche,6448.2-18_10_1_2012_1_First
6448.4-1,12-B-090,16846,MILL CREEK,41.4644,-72.5092,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,12,10/9/2012,10,2012,Cheumatopsyche,6448.4-1_10_9_2012_1_First
6448.4-11,12-B-096,14281,Lyman Brook,41.6077,-72.4263,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,15,10/10/2012,10,2012,Cheumatopsyche,6448.4-11_10_10_2012_1_First
6448.4-10,12-B-095,14137,Blackledge River,41.6084,-72.4263,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,20,10/10/2012,10,2012,Cheumatopsyche,6448.4-10_10_10_2012_1_First
6448.3-6,12-B-070,16335,Nonewaug River (Nonnewaug River),41.5783,-73.1745,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,17,10/2/2012,10,2012,Cheumatopsyche,6448.3-6_10_2_2012_1_First
6448.3-9,12-B-072,14442,Sandy Brook,41.974,-73.0406,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,4,10/3/2012,10,2012,Cheumatopsyche,6448.3-9_10_3_2012_1_First
6448.3-7,12-B-071,14461,Sandy Brook (Still River),41.9685,-73.0331,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,17,10/3/2012,10,2012,Cheumatopsyche,6448.3-7_10_3_2012_1_First
6448.4-16,12-B-100,14842,Indian Meadow Brook,41.9305,-73.079,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,4,10/10/2012,10,2012,Cheumatopsyche,6448.4-16_10_10_2012_1_First
6448.4-18,12-B-102,14283,Mad River,41.9199,-73.0597,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,16,10/10/2012,10,2012,Cheumatopsyche,6448.4-18_10_10_2012_1_First
6448.4-17,12-B-101,14713,Still River,41.9503,-73.049,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,71,10/10/2012,10,2012,Cheumatopsyche,6448.4-17_10_10_2012_1_First
6448.4-12,12-B-097,16313,Mad River,41.9477,-73.1444,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,10/10/2012,10,2012,Cheumatopsyche,6448.4-12_10_10_2012_1_First
6448.4-15,12-B-099,16114,Rugg Brook,41.9328,-73.1214,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,2,10/10/2012,10,2012,Cheumatopsyche,6448.4-15_10_10_2012_1_First
6448.4-13,12-B-098,16312,Mad River,41.9458,-73.1286,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,6,10/10/2012,10,2012,Cheumatopsyche,6448.4-13_10_10_2012_1_First
6448.3-18,12-B-080,16258,West Branch Farmington River,41.9735,-73.0209,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,10/3/2012,10,2012,Cheumatopsyche,6448.3-18_10_3_2012_1_First
6448.3-21,12-B-083,14390,Pequabuck River,41.6742,-72.9619,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,62,10/4/2012,10,2012,Cheumatopsyche,6448.3-21_10_4_2012_1_First
6448.3-20,12-B-082,14392,Pequabuck River,41.6738,-72.8977,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,62,10/4/2012,10,2012,Cheumatopsyche,6448.3-20_10_4_2012_1_First
6448.3-15,12-B-078,16758,HOWELL'S BROOK,42.0078,-73.0042,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,6,10/3/2012,10,2012,Cheumatopsyche,6448.3-15_10_3_2012_1_First
6448.3-14,12-B-077,16373,East Mountain Brook,41.8772,-72.9778,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,5,10/3/2012,10,2012,Cheumatopsyche,6448.3-14_10_3_2012_1_First
6448.3-16,12-B-079,15792,West Branch Farmington River,41.9602,-73.0178,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,10/3/2012,10,2012,Cheumatopsyche,6448.3-16_10_3_2012_1_First
6448.3-29,12-B-089,16505,BIBLE ROCK BROOK,41.4975,-72.6064,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,1,10/9/2012,10,2012,Cheumatopsyche,6448.3-29_10_9_2012_1_First
6448.3-4,12-B-068,15530,Weekeepeemee River,41.5575,-73.2155,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,14,10/2/2012,10,2012,Cheumatopsyche,6448.3-4_10_2_2012_1_First
6448.3-3,12-B-067,14450,Shepaug River,41.5489,-73.3308,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,18,10/2/2012,10,2012,Cheumatopsyche,6448.3-3_10_2_2012_1_First
6448.3-23,12-B-085,14825,Naugatuck River,41.6743,-73.0695,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,82,10/4/2012,10,2012,Cheumatopsyche,6448.3-23_10_4_2012_1_First
6448.3-22,12-B-084,14402,Poland River,41.6912,-73.0045,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,7,10/4/2012,10,2012,Cheumatopsyche,6448.3-22_10_4_2012_1_First
6448.3-28,12-B-088,15315,Burnham Brook,41.4603,-72.3343,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,7,10/5/2012,10,2012,Cheumatopsyche,6448.3-28_10_5_2012_1_First
6448.3-27,12-B-087,14263,Kahn Brook,41.5681,-72.1702,1,Riffle,KN2M2,First,EcoAnalysts,Cheumatopsyche,L,8,10/5/2012,10,2012,Cheumatopsyche,6448.3-27_10_5_2012_1_First
